Job Title,Location,Minimum Salary,Maximum Salary,Technologies,Company,Seniority Level,Job Link
Not specified,Zdalnie,Not specified,Not specified,"Backend, Python, Asyncio, Twisted",OpenVPN,Senior,https://nofluffjobs.com/pl/job/senior-python-engineer-openvpn-remote-2
Not specified,Zdalnie,Not specified,Not specified,"Backend, Python, FastAPI, Django",First Derivative,Senior,https://nofluffjobs.com/pl/job/mid-senior-python-developer-first-derivative-remote
Not specified,Zdalnie,Not specified,Not specified,"Backend, Python, Django, Relational database",Milo Solutions OÜ,Senior,https://nofluffjobs.com/pl/job/senior-python-django-developer-milo-solutions-ou-remote
Not specified,Zdalnie,Not specified,Not specified,"Fullstack, Python, JavaScript, API",Link Group,Mid,https://nofluffjobs.com/pl/job/full-stack-engineer-python-js-remote-link-group
Not specified,Zdalnie,Not specified,Not specified,"Backend, Python, AI, .NET",Euvic S.A.,Senior,https://nofluffjobs.com/pl/job/senior-ai-developer-net-python-euvic-remote
Not specified,Warszawa,Not specified,Not specified,"Backend, Python, FastAPI, NoSQL",Atende Industries Sp. z o.o.,Senior,https://nofluffjobs.com/pl/job/starszy-programista-python-atende-industries-warszawa-1
Not specified,Zdalnie,Not specified,Not specified,"Backend, Python, Django, REST API",Infogain Technologies Sp. z o.o.,Senior,https://nofluffjobs.com/pl/job/senior-software-engineer-python-django-infogain-technologies-remote
Not specified,Zdalnie,Not specified,Not specified,"Backend, Python, Degree, Unit testing",HBM,Senior,https://nofluffjobs.com/pl/job/senior-python-developer-ukrainian-team-hbm-remote
Not specified,Zdalnie,Not specified,Not specified,"Fullstack, Python, React, JavaScript",Order Group,Mid,https://nofluffjobs.com/pl/job/fullstack-developer-python-javascript-order-group-remote
Not specified,Zdalnie,Not specified,Not specified,"Backend, Python, HTML, CSS",SNI,Senior,https://nofluffjobs.com/pl/job/senior-python-developer-sni-remote
Not specified,Zdalnie,Not specified,Not specified,"Fullstack, Python, Django, Flask",STX Next,Senior,https://nofluffjobs.com/pl/job/senior-full-stack-developer-python-vue-stx-next-remote
Not specified,Zdalnie,Not specified,Not specified,"Backend, Python, Microservices architecture, K8s",Holisticon Connect,Senior,https://nofluffjobs.com/pl/job/senior-python-backend-engineer-holisticon-connect-remote
Not specified,Zdalnie,Not specified,Not specified,"Backend, Python, FastAPI, Flask",Link Group,Senior,https://nofluffjobs.com/pl/job/senior-python-developer-azure-gcp-link-group-remote
Not specified,Warszawa,Not specified,Not specified,"Backend, Python, Django, AWS",Twisto Polska Sp. z o.o.,Mid,https://nofluffjobs.com/pl/job/python-developer-twisto-polska-warszawa
Not specified,Zdalnie,Not specified,Not specified,"Fullstack, Python, REST, Git",KRZ Rafał Zdyb,Mid,https://nofluffjobs.com/pl/job/python-software-developer-remote-or-on-site-krz-rafal-zdyb
Not specified,Zdalnie,Not specified,Not specified,"Backend, Python, REST, SQL",N-iX,Senior,https://nofluffjobs.com/pl/job/senior-python-engineer-n-ix-remote-6
Not specified,Zdalnie,Not specified,Not specified,"Fullstack, Python, Communication skills, JavaScript",Proxet,Senior,https://nofluffjobs.com/pl/job/full-stack-python-and-react-developer-proxet-remote
Not specified,Zdalnie,Not specified,Not specified,"Fullstack, Python, React, AWS",1dea,Expert,https://nofluffjobs.com/pl/job/lead-fullstack-developer-python-react-aws-1dea-remote
Not specified,Zdalnie,Not specified,Not specified,"Backend, Python, TensorFlow, Cloud",1dea,Senior,https://nofluffjobs.com/pl/job/senior-genai-ml-engineer-python-1dea-remote-1
Not specified,Zdalnie,Not specified,Not specified,"Backend, Python, Elasticsearch, MongoDB",Adaptiq,Senior,https://nofluffjobs.com/pl/job/python-engineer-adaptiq-remote-2
Senior Python Backend Developer,Łódź,Not specified,Not specified,"Backend, Python, Git, REST",ELESTER Sp z o.o.,Senior,https://nofluffjobs.com/pl/job/senior-python-backend-developer-elester-lodz
Python Developer (with Wowza experience),Zdalnie,21 840,25 200,"Backend, Python, AWS, Node.js",7N,Mid,https://nofluffjobs.com/pl/job/python-developer-with-wowza-experience-7n-remote
Senior Python Engineer (Dev Experience),Zdalnie,Not specified,Not specified,"Backend, Python, Django, RabbitMQ",PandaDoc,Senior,https://nofluffjobs.com/pl/job/senior-python-engineer-dev-experience-pandadoc-remote
"Senior Python Engineer, (monolith decomposition/domain ownership)",Zdalnie,27 000,30 000,"Backend, Python, Django, RabbitMQ",PandaDoc,Senior,https://nofluffjobs.com/pl/job/senior-python-engineer-monolith-decomposition-domain-ownership-pandadoc-remote
Senior FullStack Python Developer,Zdalnie,Not specified,Not specified,"Fullstack, Python, Angular, React",Euvic S.A.,Senior,https://nofluffjobs.com/pl/job/senior-fullstack-python-developer-euvic-remote
Senior Python Developer (Digital Healthcare),Zdalnie,10 643,21 286,"Backend, Python, Security, FastAPI",RemoteBranch.io,Senior,https://nofluffjobs.com/pl/job/senior-python-developer-digital-healthcare-remotebranch-io-remote
SQL Developer with Python,Łódź,Not specified,Not specified,"Backend, Python, SQL, angielski",CommerzBank,Mid,https://nofluffjobs.com/pl/job/sql-developer-with-python-commerzbank-lodz
Senior Python Developer,Kraków,20 000,25 000,"Backend, Python, pandas, NumPy",HSBC Technology Poland,Senior,https://nofluffjobs.com/pl/job/senior-python-developer-hsbc-technology-poland-krakow
Technical Leader (Python & Scala),Zdalnie,Not specified,Not specified,"Backend, Python, Flask, Microsoft SQL Server",Euvic S.A.,Senior,https://nofluffjobs.com/pl/job/technical-leader-python-scala-euvic-remote
Python Developer (AI/genAI),Zdalnie,18 000,22 000,"Backend, Python, FastAPI, NoSQL",Deviniti,Mid,https://nofluffjobs.com/pl/job/python-developer-ai-genai-deviniti-remote
Senior Backend / Python Cloud engineer,Poznań,23 520,30 240,"Backend, Python, REST API, FastAPI",Tangent,Senior,https://nofluffjobs.com/pl/job/senior-backend-python-cloud-engineer-tangent-poznan
T Hub - Python Developer,Warszawa,Not specified,Not specified,"Backend, Python, Git, SQL",T-Mobile Polska,Mid,https://nofluffjobs.com/pl/job/t-hub-python-developer-t-mobile-polska-warszawa
Back-End Software Engineer - Python / AI / ML,Zdalnie,30 000,50 000,"Backend, Python, SQL, Django",Knowde Inc.,Senior,https://nofluffjobs.com/pl/job/back-end-software-engineer-python-ai-ml-knowde-remote-1
Tech Lead (Python / Node),Bielsko-Biała,19 000,21 840,"Backend, Python, SQL, Miro",SoftKraft,Senior,https://nofluffjobs.com/pl/job/tech-lead-python-node-softkraft-bielskobiala
Senior/Lead Python Backend Developer,Wrocław,18 480,29 400,"Backend, Python, Azure, angielski",Spyrosoft,Expert,https://nofluffjobs.com/pl/job/senior-lead-python-backend-developer-spyrosoft-wroclaw
Trainee Python Developer,Warsaw,bezpłatnystaż,bezpłatnystaż,"Backend, Python, OOP, Django",Innowise,Not specified,https://nofluffjobs.com/pl/job/trainee-python-developer-innowise-warsaw
Remote Senior Django/Python Developer,Zdalnie,Not specified,Not specified,"Backend, Python, Django, Celery",Pomagam.pl,Senior,https://nofluffjobs.com/pl/job/remote-senior-django-python-developer-pomagam-pl
Senior/Expert Python Developer,Zdalnie,26 880,36 960,"Backend, Python, FastAPI, Django",First Derivative,Senior,https://nofluffjobs.com/pl/job/senior-expert-python-developer-first-derivative-remote
Python Developer,Wrocław,16 000,18 000,"Backend, Python, Django, SQL",VikingCo Poland Sp. z o.o.,Mid,https://nofluffjobs.com/pl/job/python-developer-vikingco-poland-wroclaw
Mid Python Fullstack Developer,Katowice,7 000,10 000,"Fullstack, Python, JavaScript, JQuery",COIG S.A.,Mid,https://nofluffjobs.com/pl/job/mid-python-fullstack-developer-coig-katowice
Junior Python Developer,Zielona Góra,7 900,14 000,"Backend, Python, Django, SQL",B2C2 Ltd.,Junior,https://nofluffjobs.com/pl/job/junior-python-developer-b2c2-ltd--zielonagora
BackEnd Developer  NOWA,Zdalnie,Not specified,Not specified,"Backend, Python, Engineering, angielski",ALLSTARSIT,Senior,https://nofluffjobs.com/pl/job/backend-developer-allstarsit-remote
AVP Financial Engineering – Senior Developer  NOWA,Kraków,Not specified,Not specified,"Fullstack, Python, Web applications, Next.js",HSBC Technology Poland,Senior,https://nofluffjobs.com/pl/job/avp-financial-engineering-senior-developer-hsbc-technology-poland-krakow-1
Backend Developer  NOWA,Zdalnie,23 520,28 560,"Backend, Python, Django, FastAPI",Lingaro,Senior,https://nofluffjobs.com/pl/job/backend-developer-lingaro-remote
VP Financial Engineering - Lead Developer  NOWA,Kraków,Not specified,Not specified,"Backend, Python, CI/CD Pipelines, GCP",HSBC Technology Poland,Expert,https://nofluffjobs.com/pl/job/vp-financial-engineering-lead-developer-hsbc-technology-poland-krakow
Software Engineer  NOWA,Zdalnie,34 441,51 662,"Backend, Python, IaC, Docker",Fathom Inc.,Senior,https://nofluffjobs.com/pl/job/software-engineer-fathom-remote-1
Backend Developer  NOWA,Zdalnie,Not specified,Not specified,"Backend, Python, Boost, AWS Lambda",Welltech,Mid,https://nofluffjobs.com/pl/job/backend-developer-welltech-remote
Generative AI Backend Developer (Azure),Zdalnie,27 000,34 500,"Backend, Python, C#, REST API",hubQuest,Mid,https://nofluffjobs.com/pl/job/generative-ai-backend-developer-azure-hubquest-remote
Senior Backend Engineer,Zdalnie,35 000,54 000,"Backend, Python, AWS, AI",DualEntry,Senior,https://nofluffjobs.com/pl/job/senior-backend-engineer-dualentry-remote-5
Core Backend Developer,Zdalnie,20 000,26 000,"Backend, Python, REST API, MongoDB",plantecs,Mid,https://nofluffjobs.com/pl/job/core-backend-developer-plantecs-remote
Lead FullStack Developer,Zdalnie,21 400,32 100,"Fullstack, Python, AWS, JavaScript",Montrose Software (Polska) Sp. z o.o.,Expert,https://nofluffjobs.com/pl/job/lead-fullstack-developer-montrose-software-polska-remote
Senior Backend Engineer,Zdalnie,39 293,47 835,"Backend, Python, Docker, Flask",Focal Systems,Senior,https://nofluffjobs.com/pl/job/senior-backend-engineer-focal-systems-remote-1
Lead Software Engineering,Warszawa,29 400,34 650,"Backend, Python, Scrum, Agile",smartpatient,Expert,https://nofluffjobs.com/pl/job/lead-software-engineering-smartpatient-warszawa
Fullstack Developer,Zdalnie,28 608,34 330,"Fullstack, Python, TypeScript, AWS",Ework Group,Senior,https://nofluffjobs.com/pl/job/fullstack-developer-ework-group-remote-4
Senior Backend Engineer,Zdalnie,Not specified,Not specified,"Backend, Python, PostgreSQL, SQLAlchemy",Welltech,Senior,https://nofluffjobs.com/pl/job/senior-backend-engineer-welltech-remote
Senior Software Engineer,Warszawa,18 000,25 000,"Backend, Python, Linux, Git",CloudFerro S.A,Senior,https://nofluffjobs.com/pl/job/senior-software-engineer-cloudferro-warszawa-5
Junior Developer,Kraków,9 000,11 500,"Fullstack, Python, Web development, Ruby",u2i,Junior,https://nofluffjobs.com/pl/job/junior-developer-u2i-krakow
Remote Senior Software Developer,Zdalnie,25 000,28 000,"Backend, Python, AWS, SQL",foodflov,Senior,https://nofluffjobs.com/pl/job/remote-senior-software-developer-foodflov
AI/Full-Stack Developer,Zdalnie,34 176,53 400,"Backend, Python, angielski",Kenja K.K.,Senior,https://nofluffjobs.com/pl/job/ai-full-stack-developer-kenja-k-k--remote
QA Automation Engineer with Python  NOWA,Zdalnie,12 750,20 000,"Testing, Python, CI/CD tools, Virtualization",CodiLime,Mid,https://nofluffjobs.com/pl/job/qa-automation-engineer-with-python-codilime-remote
Senior Firewall Engineer with Python  NOWA,Zdalnie,18 000,29 000,"Security, Python, Check Points firewalls, Network Security",CodiLime,Senior,https://nofluffjobs.com/pl/job/senior-firewall-engineer-with-python-codilime-remote-1
Python Test Developer with DevOps  NOWA,Warszawa,25 200,25 200,"Testing, Python, Selenium, Postman",Sii Polska,Senior,https://nofluffjobs.com/pl/job/python-test-developer-with-devops-sii-polska-warszawa
Data Scientist (Python + GenAI)  NOWA,Zdalnie,24 360,26 880,"Data, Python, LLMs, pandas",emagine Sp. Z o.o.,Mid,https://nofluffjobs.com/pl/job/data-scientist-python-genai-emagine-remote
"Senior Data Engineer (Python, SQL, AWS)  NOWA",Warszawa,25 200,30 240,"Data, Python, pandas, PySpark",Scalo,Senior,https://nofluffjobs.com/pl/job/senior-data-engineer-python-sql-aws-scalo-warszawa
"Data Engineer (Python, AWS) - Remote  NOWA",Zdalnie,20 160,23 520,"Data, Python, dbt, SQL",Scalo,Mid,https://nofluffjobs.com/pl/job/data-engineer-python-aws-remote-scalo
Senior Python Engineer (Computer Vision Team)  NOWA,Kraków,26 000,36 000,"Architecture, Python, Docker, Azure",Tesco Technology,Senior,https://nofluffjobs.com/pl/job/senior-python-engineer-computer-vision-team-tesco-technology-krakow-2
Senior Firewall Engineer with Check Point and Python,Zdalnie,18 000,29 000,"Security, Python, Check Points firewalls, Network Security",CodiLime,Senior,https://nofluffjobs.com/pl/job/senior-firewall-engineer-with-check-point-and-python-codilime-remote
Mid/Senior Network Engineer with Python - Remote,Zdalnie,16 500,25 000,"Testing, Python, Test automation, pytest",CodiLime,Mid,https://nofluffjobs.com/pl/job/mid-senior-network-engineer-with-python-remote-codilime
Python Developer - Digital Operation,Warszawa,Not specified,Not specified,"Data, Python, SQL, CI/CD",T-Mobile Polska,Mid,https://nofluffjobs.com/pl/job/python-developer-digital-operation-t-mobile-polska-warszawa
Automation Tester/QA (Python),Warszawa,15 120,18 480,"Testing, Python, Selenium, pytest",Scalo,Mid,https://nofluffjobs.com/pl/job/automation-tester-qa-python-scalo-warszawa
Test Automation Engineer with Python,Kraków,10 000,16 000,"Testing, Python, CI/CD, C++",Motorola Solutions Systems Polska,Mid,https://nofluffjobs.com/pl/job/test-automation-engineer-with-python-motorola-solutions-systems-polska-krakow
Python Test Automation Engineer,Gdańsk,26 880,26 880,"Testing, Python, Confluence, SDLC",emagine Sp. Z o.o.,Senior,https://nofluffjobs.com/pl/job/python-test-automation-engineer-emagine-gdansk
Python/Scala Developer - Remote,Zdalnie,16 800,20 160,"Data, Python, Scala, Spark",Link Group,Mid,https://nofluffjobs.com/pl/job/python-scala-developer-remote-link-group
Automation Tech Lead (Python),Zdalnie,28 701,30 751,"Testing, Python, Playwright, TypeScript",Adaptiq,Senior,https://nofluffjobs.com/pl/job/automation-tech-lead-python-adaptiq-remote
Senior Automation Tester (Python),Gdynia,20 160,24 360,"Testing, Python, Git, BDD",Scalo,Senior,https://nofluffjobs.com/pl/job/senior-automation-tester-python-scalo-gdynia
Tech Lead for Python Test Automation Developers,Warszawa,20 000,29 000,"Testing, Python, Team management, SQL",CloudFerro,Senior,https://nofluffjobs.com/pl/job/tech-lead-for-python-test-automation-developers-cloudferro-warszawa
Lider Zespołu Data Science – Python i Machine Learning,Warszawa,23 000,28 000,"Data, Python, Machine learning, scikit-learn",Respect Energy Holding S.A.,Senior,https://nofluffjobs.com/pl/job/lider-zespolu-data-science-python-i-machine-learning-respect-energy-holding-warszawa
QA Automation Team Leader with Python Expertise,Zdalnie,26 651,31 981,"Testing, Python, Degree, API",Mend.io,Expert,https://nofluffjobs.com/pl/job/qa-automation-team-leader-with-python-expertise-mend-io-remote
Senior Power BI Engineer with Python skills,Zdalnie,20 000,23 000,"Business Intelligence, Python, Power BI, DAX",N-iX,Senior,https://nofluffjobs.com/pl/job/senior-power-bi-engineer-with-python-skills-n-ix-remote
Python Software Engineer for Big Data,Warszawa,18 480,25 200,"Data, Python, Spark, Databricks",AXA IT Solutions,Mid,https://nofluffjobs.com/pl/job/python-software-engineer-for-big-data-axa-it-solutions-warszawa
Senior Python Developer,Zdalnie,23 414,30 128,"Data, Python, SQL, REST API",Plot.ai,Senior,https://nofluffjobs.com/pl/job/senior-python-developer-plot-ai-remote
Senior AI Engineer  NOWA,Zdalnie,28 608,29 502,"AI/ML, Python, Azure, FastAPI",SNI,Senior,https://nofluffjobs.com/pl/job/senior-ai-engineer-sni-remote
Data Scientist  NOWA,Warszawa,Not specified,Not specified,"Data, Python, Machine learning, scikit-learn",T-Mobile Polska,Mid,https://nofluffjobs.com/pl/job/data-scientist-t-mobile-polska-warszawa
Data Engineer  NOWA,Zdalnie,Not specified,Not specified,"Data, Python, DevOps, Data science",Engenious,Mid,https://nofluffjobs.com/pl/job/data-engineer-engenious-remote
Senior DevOps Engineer   NOWA,Katowice,16 000,25 000,"DevOps, Python, CI/CD, Jenkins",Jamf,Senior,https://nofluffjobs.com/pl/job/senior-devops-engineer-jamf-katowice
Senior Test Automation Engineer  NOWA,Gdańsk,27 720,27 720,"Testing, Python, QA, Test automation",emagine Sp. Z o.o.,Senior,https://nofluffjobs.com/pl/job/senior-test-automation-engineer-emagine-gdansk
Senior Automation and Test Engineer  NOWA,Krakow,27 300,32 550,"DevOps, Python, Jenkins, Ansible",Mindbox S.A.,Senior,https://nofluffjobs.com/pl/job/senior-automation-and-test-engineer-mindbox-krakow
Senior Data Engineer  NOWA,Zdalnie,34 000,40 000,"Data, Python, SQL, dbt",Sunscrapers,Senior,https://nofluffjobs.com/pl/job/senior-data-engineer-sunscrapers-remote-9
Senior AI Engineer  NOWA,Zdalnie,26 880,31 920,"AI/ML, Python, AWS, Azure",Idego Group Sp. z o.o.,Senior,https://nofluffjobs.com/pl/job/senior-ai-engineer-idego-group-remote
Senior Machine Learning Engineer  NOWA,Zdalnie,32 088,37 800,"AI/ML, Python, SQL, TensorFlow",OpenX,Senior,https://nofluffjobs.com/pl/job/senior-machine-learning-engineer-openx-remote
Senior Network Automation Test Engineer  NOWA,Zdalnie,23 100,31 500,"Testing, Python, Robot Framework, Networking",Amartus Polska Sp. z o.o.,Senior,https://nofluffjobs.com/pl/job/senior-network-automation-test-engineer-amartus-polska-remote-1
Software QA Engineer with Networking - Remote  NOWA,Zdalnie,13 000,23 000,"Testing, Python, CI/CD tools, Jenkins",CodiLime,Mid,https://nofluffjobs.com/pl/job/software-qa-engineer-with-networking-remote-codilime
Data Scientist (BioPharma)  NOWA,Zdalnie,18 480,22 680,"Data, Python, Machine learning, NLP",Holisticon Connect,Mid,https://nofluffjobs.com/pl/job/data-scientist-biopharma-holisticon-connect-remote
Data Scientist - Remote   NOWA,Zdalnie,17 000,25 000,"Data, Python, angielski",Link Group,Mid,https://nofluffjobs.com/pl/job/data-scientist-remote-link-group
Gen AI Platform Architect  NOWA,Zdalnie,26 600,36 650,"AI/ML, Python, AWS, Gen AI",Xebia sp. z o.o.,Expert,https://nofluffjobs.com/pl/job/gen-ai-platform-architect-xebia-remote
Data Scientist - 100% remote  NOWA,Zdalnie,21 840,25 200,"Data, Python, NLP, AWS",AVENGA,Mid,https://nofluffjobs.com/pl/job/data-scientist-100-remote-avenga
Senior Data Engineer -100% remote  NOWA,Zdalnie,28 560,31 920,"Data, Python, angielski, polski",AVENGA,Senior,https://nofluffjobs.com/pl/job/senior-data-engineer-100-remote-avenga-1
Senior Data Engineer  NOWA,Zdalnie,24 000,30 000,"Data, Python, Big data, Data engineering",Grape Up,Senior,https://nofluffjobs.com/pl/job/senior-data-engineer-grape-up-remote
Junior DevOps/Cloud Engineer  NOWA,Zdalnie,Not specified,Not specified,"DevOps, Python, AWS, GCP",CloudForge,Junior,https://nofluffjobs.com/pl/job/junior-devops-cloud-engineer-cloudforge-remote
Senior Data Scientist Remote  NOWA,Zdalnie,20 160,26 880,"Data, Python, Data analysis, Machine learning",DS STREAM,Senior,https://nofluffjobs.com/pl/job/senior-data-scientist-remote-ds-stream
Data Scientist  NOWA,Zdalnie,Not specified,Not specified,"AI/ML, Python, PySpark, Degree",Experis Polska,Mid,https://nofluffjobs.com/pl/job/data-scientist-experis-polska-remote
Remote Data Engineer   NOWA,Zdalnie,15 000,19 000,"Data, Python, Data modelling, Storage",Kingfisher plc.,Mid,https://nofluffjobs.com/pl/job/remote-data-engineer-kingfisher-plc--2
AI Engineer  NOWA,Zdalnie,Not specified,Not specified,"AI/ML, Python, Degree, FastAPI",emagine Sp. Z o.o.,Mid,https://nofluffjobs.com/pl/job/ai-engineer-emagine-remote
DevOps/Cloud Engineer  NOWA,Zdalnie,Not specified,Not specified,"DevOps, Python, AWS, Ansible",CloudForge,Mid,https://nofluffjobs.com/pl/job/devops-cloud-engineer-cloudforge-remote
Senior Data Project Manager  NOWA,Zdalnie,16 400,24 601,"Data, Python, Data engineering, AWS",N-iX,Senior,https://nofluffjobs.com/pl/job/senior-data-project-manager-n-ix-remote
Machine Learning Engineer  NOWA,Zdalnie,13 500,21 600,"AI/ML, Python, Machine learning, Data science",Boneffice System,Mid,https://nofluffjobs.com/pl/job/machine-learning-engineer-boneffice-system-remote
Senior Bioinformatics Data Engineer - cBioPortal  NOWA,Zdalnie,23 520,26 880,"Data, Python, SQL, pandas",Holisticon Connect,Senior,https://nofluffjobs.com/pl/job/senior-bioinformatics-data-engineer-cbioportal-holisticon-connect-remote
Middle/Senior Data Engineer for Technology Office   NOWA,Zdalnie,20 501,24 601,"Data, Python, Databricks, dbt",N-iX,Senior,https://nofluffjobs.com/pl/job/middle-senior-data-engineer-for-technology-office-n-ix-remote
DevOps Engineer,Zdalnie,24 601,28 701,"DevOps, Python, Linux, Python/Go/Bash",Gett,Senior,https://nofluffjobs.com/pl/job/devops-engineer-gett-remote-1
Software Engineer - Speech and Language Processing,Warsaw,Not specified,Not specified,"AI/ML, Python, Algorithms, Data structures",HUAWEI,Mid,https://nofluffjobs.com/pl/job/software-engineer-speech-and-language-processing-huawei-warsaw
Senior Cloud Data Engineer,Warszawa,25 000,34 000,"DevOps, Python, Data modeling, Data pipelines",Link Group,Senior,https://nofluffjobs.com/pl/job/senior-cloud-data-engineer-link-group-warszawa-2
Senior Data Engineer,Zdalnie,18 450,24 601,"Data, Python, Azure, MySQL",N-iX,Senior,https://nofluffjobs.com/pl/job/senior-data-engineer-n-ix-remote-2
